date,actual_units,forecast_units,model,dimension,entity
2026-04-20,521.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-21,535.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-22,483.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-23,483.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-24,491.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-25,670.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-26,627.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-27,515.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-28,501.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-29,429.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-30,485.0,504.32249292690847,Exponential smoothing,product_id,3
2026-04-17,491.0,467.0,Seasonal naive,product_id,3
2026-04-18,606.0,666.0,Seasonal naive,product_id,3
2026-04-19,653.0,576.0,Seasonal naive,product_id,3
2026-04-20,521.0,438.0,Seasonal naive,product_id,3
2026-04-21,535.0,469.0,Seasonal naive,product_id,3
2026-04-22,483.0,500.0,Seasonal naive,product_id,3
2026-04-23,483.0,508.0,Seasonal naive,product_id,3
2026-04-24,491.0,467.0,Seasonal naive,product_id,3
2026-04-25,670.0,666.0,Seasonal naive,product_id,3
2026-04-26,627.0,576.0,Seasonal naive,product_id,3
2026-04-27,515.0,438.0,Seasonal naive,product_id,3
2026-04-28,501.0,469.0,Seasonal naive,product_id,3
2026-04-29,429.0,500.0,Seasonal naive,product_id,3
2026-04-30,485.0,508.0,Seasonal naive,product_id,3
2026-04-17,373.0,369.0,Naive,product_id,4
2026-04-18,507.0,369.0,Naive,product_id,4
2026-04-19,491.0,369.0,Naive,product_id,4
2026-04-20,369.0,369.0,Naive,product_id,4
2026-04-21,426.0,369.0,Naive,product_id,4
2026-04-22,398.0,369.0,Naive,product_id,4
2026-04-23,418.0,369.0,Naive,product_id,4
2026-04-24,423.0,369.0,Naive,product_id,4
2026-04-25,545.0,369.0,Naive,product_id,4
2026-04-26,518.0,369.0,Naive,product_id,4
2026-04-27,361.0,369.0,Naive,product_id,4
2026-04-28,432.0,369.0,Naive,product_id,4
2026-04-29,375.0,369.0,Naive,product_id,4
2026-04-30,416.0,369.0,Naive,product_id,4
2026-04-17,373.0,418.7142857142857,Moving average,product_id,4
2026-04-18,507.0,418.7142857142857,Moving average,product_id,4
2026-04-19,491.0,418.7142857142857,Moving average,product_id,4
2026-04-20,369.0,418.7142857142857,Moving average,product_id,4
2026-04-21,426.0,418.7142857142857,Moving average,product_id,4
2026-04-22,398.0,418.7142857142857,Moving average,product_id,4
2026-04-23,418.0,418.7142857142857,Moving average,product_id,4
2026-04-24,423.0,418.7142857142857,Moving average,product_id,4
2026-04-25,545.0,418.7142857142857,Moving average,product_id,4
2026-04-26,518.0,418.7142857142857,Moving average,product_id,4
2026-04-27,361.0,418.7142857142857,Moving average,product_id,4
2026-04-28,432.0,418.7142857142857,Moving average,product_id,4
2026-04-29,375.0,418.7142857142857,Moving average,product_id,4
2026-04-30,416.0,418.7142857142857,Moving average,product_id,4
2026-04-17,373.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-18,507.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-19,491.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-20,369.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-21,426.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-22,398.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-23,418.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-24,423.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-25,545.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-26,518.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-27,361.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-28,432.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-29,375.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-30,416.0,407.9264210077009,Exponential smoothing,product_id,4
2026-04-17,373.0,359.0,Seasonal naive,product_id,4
2026-04-18,507.0,491.0,Seasonal naive,product_id,4
2026-04-19,491.0,488.0,Seasonal naive,product_id,4
2026-04-20,369.0,373.0,Seasonal naive,product_id,4
2026-04-21,426.0,420.0,Seasonal naive,product_id,4
2026-04-22,398.0,431.0,Seasonal naive,product_id,4
2026-04-23,418.0,369.0,Seasonal naive,product_id,4
2026-04-24,423.0,359.0,Seasonal naive,product_id,4
2026-04-25,545.0,491.0,Seasonal naive,product_id,4
2026-04-26,518.0,488.0,Seasonal naive,product_id,4
2026-04-27,361.0,373.0,Seasonal naive,product_id,4
2026-04-28,432.0,420.0,Seasonal naive,product_id,4
2026-04-29,375.0,431.0,Seasonal naive,product_id,4
2026-04-30,416.0,369.0,Seasonal naive,product_id,4
2026-04-17,301.0,350.0,Naive,product_id,5
2026-04-18,429.0,350.0,Naive,product_id,5
2026-04-19,429.0,350.0,Naive,product_id,5
2026-04-20,345.0,350.0,Naive,product_id,5
2026-04-21,341.0,350.0,Naive,product_id,5
2026-04-22,332.0,350.0,Naive,product_id,5
2026-04-23,369.0,350.0,Naive,product_id,5
2026-04-24,402.0,350.0,Naive,product_id,5
2026-04-25,437.0,350.0,Naive,product_id,5
2026-04-26,428.0,350.0,Naive,product_id,5
2026-04-27,345.0,350.0,Naive,product_id,5
2026-04-28,351.0,350.0,Naive,product_id,5
2026-04-29,327.0,350.0,Naive,product_id,5
2026-04-30,299.0,350.0,Naive,product_id,5
2026-04-17,301.0,370.14285714285717,Moving average,product_id,5
2026-04-18,429.0,370.14285714285717,Moving average,product_id,5
2026-04-19,429.0,370.14285714285717,Moving average,product_id,5
2026-04-20,345.0,370.14285714285717,Moving average,product_id,5
2026-04-21,341.0,370.14285714285717,Moving average,product_id,5
2026-04-22,332.0,370.14285714285717,Moving average,product_id,5
2026-04-23,369.0,370.14285714285717,Moving average,product_id,5
2026-04-24,402.0,370.14285714285717,Moving average,product_id,5
2026-04-25,437.0,370.14285714285717,Moving average,product_id,5
2026-04-26,428.0,370.14285714285717,Moving average,product_id,5
2026-04-27,345.0,370.14285714285717,Moving average,product_id,5
2026-04-28,351.0,370.14285714285717,Moving average,product_id,5
2026-04-29,327.0,370.14285714285717,Moving average,product_id,5
2026-04-30,299.0,370.14285714285717,Moving average,product_id,5
2026-04-17,301.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-18,429.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-19,429.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-20,345.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-21,341.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-22,332.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-23,369.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-24,402.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-25,437.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-26,428.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-27,345.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-28,351.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-29,327.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-30,299.0,353.34182302360034,Exponential smoothing,product_id,5
2026-04-17,301.0,369.0,Seasonal naive,product_id,5
2026-04-18,429.0,461.0,Seasonal naive,product_id,5
2026-04-19,429.0,435.0,Seasonal naive,product_id,5
2026-04-20,345.0,320.0,Seasonal naive,product_id,5
2026-04-21,341.0,299.0,Seasonal naive,product_id,5
2026-04-22,332.0,357.0,Seasonal naive,product_id,5
2026-04-23,369.0,350.0,Seasonal naive,product_id,5
2026-04-24,402.0,369.0,Seasonal naive,product_id,5
2026-04-25,437.0,461.0,Seasonal naive,product_id,5
2026-04-26,428.0,435.0,Seasonal naive,product_id,5
2026-04-27,345.0,320.0,Seasonal naive,product_id,5
2026-04-28,351.0,299.0,Seasonal naive,product_id,5
2026-04-29,327.0,357.0,Seasonal naive,product_id,5
2026-04-30,299.0,350.0,Seasonal naive,product_id,5
2026-04-17,303.0,296.0,Naive,product_id,6
2026-04-18,379.0,296.0,Naive,product_id,6
2026-04-19,375.0,296.0,Naive,product_id,6
2026-04-20,294.0,296.0,Naive,product_id,6
2026-04-21,276.0,296.0,Naive,product_id,6
2026-04-22,335.0,296.0,Naive,product_id,6
2026-04-23,291.0,296.0,Naive,product_id,6
2026-04-24,320.0,296.0,Naive,product_id,6
2026-04-25,402.0,296.0,Naive,product_id,6
2026-04-26,388.0,296.0,Naive,product_id,6
2026-04-27,271.0,296.0,Naive,product_id,6
2026-04-28,348.0,296.0,Naive,product_id,6
2026-04-29,309.0,296.0,Naive,product_id,6
2026-04-30,312.0,296.0,Naive,product_id,6
2026-04-17,303.0,318.42857142857144,Moving average,product_id,6
2026-04-18,379.0,318.42857142857144,Moving average,product_id,6
2026-04-19,375.0,318.42857142857144,Moving average,product_id,6
2026-04-20,294.0,318.42857142857144,Moving average,product_id,6
2026-04-21,276.0,318.42857142857144,Moving average,product_id,6
2026-04-22,335.0,318.42857142857144,Moving average,product_id,6
2026-04-23,291.0,318.42857142857144,Moving average,product_id,6
2026-04-24,320.0,318.42857142857144,Moving average,product_id,6
2026-04-25,402.0,318.42857142857144,Moving average,product_id,6
2026-04-26,388.0,318.42857142857144,Moving average,product_id,6
2026-04-27,271.0,318.42857142857144,Moving average,product_id,6
2026-04-28,348.0,318.42857142857144,Moving average,product_id,6
2026-04-29,309.0,318.42857142857144,Moving average,product_id,6
2026-04-30,312.0,318.42857142857144,Moving average,product_id,6
2026-04-17,303.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-18,379.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-19,375.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-20,294.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-21,276.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-22,335.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-23,291.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-24,320.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-25,402.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-26,388.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-27,271.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-28,348.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-29,309.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-30,312.0,304.488205304941,Exponential smoothing,product_id,6
2026-04-17,303.0,279.0,Seasonal naive,product_id,6
2026-04-18,379.0,396.0,Seasonal naive,product_id,6
2026-04-19,375.0,375.0,Seasonal naive,product_id,6
2026-04-20,294.0,301.0,Seasonal naive,product_id,6
2026-04-21,276.0,305.0,Seasonal naive,product_id,6
2026-04-22,335.0,277.0,Seasonal naive,product_id,6
2026-04-23,291.0,296.0,Seasonal naive,product_id,6
2026-04-24,320.0,279.0,Seasonal naive,product_id,6
2026-04-25,402.0,396.0,Seasonal naive,product_id,6
2026-04-26,388.0,375.0,Seasonal naive,product_id,6
2026-04-27,271.0,301.0,Seasonal naive,product_id,6
2026-04-28,348.0,305.0,Seasonal naive,product_id,6
2026-04-29,309.0,277.0,Seasonal naive,product_id,6
2026-04-30,312.0,296.0,Seasonal naive,product_id,6
2026-04-17,286.0,275.0,Naive,product_id,7
2026-04-18,311.0,275.0,Naive,product_id,7
2026-04-19,330.0,275.0,Naive,product_id,7
2026-04-20,256.0,275.0,Naive,product_id,7
2026-04-21,260.0,275.0,Naive,product_id,7
2026-04-22,274.0,275.0,Naive,product_id,7
2026-04-23,285.0,275.0,Naive,product_id,7
2026-04-24,262.0,275.0,Naive,product_id,7
2026-04-25,342.0,275.0,Naive,product_id,7
2026-04-26,299.0,275.0,Naive,product_id,7
2026-04-27,285.0,275.0,Naive,product_id,7
2026-04-28,236.0,275.0,Naive,product_id,7
2026-04-29,240.0,275.0,Naive,product_id,7
2026-04-30,254.0,275.0,Naive,product_id,7
2026-04-17,286.0,280.85714285714283,Moving average,product_id,7
2026-04-18,311.0,280.85714285714283,Moving average,product_id,7
2026-04-19,330.0,280.85714285714283,Moving average,product_id,7
2026-04-20,256.0,280.85714285714283,Moving average,product_id,7
2026-04-21,260.0,280.85714285714283,Moving average,product_id,7
2026-04-22,274.0,280.85714285714283,Moving average,product_id,7
2026-04-23,285.0,280.85714285714283,Moving average,product_id,7
2026-04-24,262.0,280.85714285714283,Moving average,product_id,7
2026-04-25,342.0,280.85714285714283,Moving average,product_id,7
2026-04-26,299.0,280.85714285714283,Moving average,product_id,7
2026-04-27,285.0,280.85714285714283,Moving average,product_id,7
2026-04-28,236.0,280.85714285714283,Moving average,product_id,7
2026-04-29,240.0,280.85714285714283,Moving average,product_id,7
2026-04-30,254.0,280.85714285714283,Moving average,product_id,7
2026-04-17,286.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-18,311.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-19,330.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-20,256.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-21,260.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-22,274.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-23,285.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-24,262.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-25,342.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-26,299.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-27,285.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-28,236.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-29,240.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-30,254.0,269.86298086249076,Exponential smoothing,product_id,7
2026-04-17,286.0,266.0,Seasonal naive,product_id,7
2026-04-18,311.0,328.0,Seasonal naive,product_id,7
2026-04-19,330.0,372.0,Seasonal naive,product_id,7
2026-04-20,256.0,219.0,Seasonal naive,product_id,7
2026-04-21,260.0,253.0,Seasonal naive,product_id,7
2026-04-22,274.0,253.0,Seasonal naive,product_id,7
2026-04-23,285.0,275.0,Seasonal naive,product_id,7
2026-04-24,262.0,266.0,Seasonal naive,product_id,7
2026-04-25,342.0,328.0,Seasonal naive,product_id,7
2026-04-26,299.0,372.0,Seasonal naive,product_id,7
2026-04-27,285.0,219.0,Seasonal naive,product_id,7
2026-04-28,236.0,253.0,Seasonal naive,product_id,7
2026-04-29,240.0,253.0,Seasonal naive,product_id,7
2026-04-30,254.0,275.0,Seasonal naive,product_id,7
2026-04-17,243.0,227.0,Naive,product_id,8
2026-04-18,308.0,227.0,Naive,product_id,8
2026-04-19,323.0,227.0,Naive,product_id,8
2026-04-20,263.0,227.0,Naive,product_id,8
2026-04-21,224.0,227.0,Naive,product_id,8
2026-04-22,221.0,227.0,Naive,product_id,8
2026-04-23,252.0,227.0,Naive,product_id,8
2026-04-24,237.0,227.0,Naive,product_id,8
2026-04-25,327.0,227.0,Naive,product_id,8
2026-04-26,331.0,227.0,Naive,product_id,8
2026-04-27,253.0,227.0,Naive,product_id,8
2026-04-28,213.0,227.0,Naive,product_id,8
2026-04-29,257.0,227.0,Naive,product_id,8
2026-04-30,228.0,227.0,Naive,product_id,8
2026-04-17,243.0,249.57142857142858,Moving average,product_id,8
2026-04-18,308.0,249.57142857142858,Moving average,product_id,8
2026-04-19,323.0,249.57142857142858,Moving average,product_id,8
2026-04-20,263.0,249.57142857142858,Moving average,product_id,8
2026-04-21,224.0,249.57142857142858,Moving average,product_id,8
2026-04-22,221.0,249.57142857142858,Moving average,product_id,8
2026-04-23,252.0,249.57142857142858,Moving average,product_id,8
2026-04-24,237.0,249.57142857142858,Moving average,product_id,8
2026-04-25,327.0,249.57142857142858,Moving average,product_id,8
2026-04-26,331.0,249.57142857142858,Moving average,product_id,8
2026-04-27,253.0,249.57142857142858,Moving average,product_id,8
2026-04-28,213.0,249.57142857142858,Moving average,product_id,8
2026-04-29,257.0,249.57142857142858,Moving average,product_id,8
2026-04-30,228.0,249.57142857142858,Moving average,product_id,8
2026-04-17,243.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-18,308.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-19,323.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-20,263.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-21,224.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-22,221.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-23,252.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-24,237.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-25,327.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-26,331.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-27,253.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-28,213.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-29,257.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-30,228.0,237.24972355841777,Exponential smoothing,product_id,8
2026-04-17,243.0,230.0,Seasonal naive,product_id,8
2026-04-18,308.0,324.0,Seasonal naive,product_id,8
2026-04-19,323.0,292.0,Seasonal naive,product_id,8
2026-04-20,263.0,224.0,Seasonal naive,product_id,8
2026-04-21,224.0,224.0,Seasonal naive,product_id,8
2026-04-22,221.0,226.0,Seasonal naive,product_id,8
2026-04-23,252.0,227.0,Seasonal naive,product_id,8
2026-04-24,237.0,230.0,Seasonal naive,product_id,8
2026-04-25,327.0,324.0,Seasonal naive,product_id,8
2026-04-26,331.0,292.0,Seasonal naive,product_id,8
2026-04-27,253.0,224.0,Seasonal naive,product_id,8
2026-04-28,213.0,224.0,Seasonal naive,product_id,8
2026-04-29,257.0,226.0,Seasonal naive,product_id,8
2026-04-30,228.0,227.0,Seasonal naive,product_id,8
2026-04-17,239.0,212.0,Naive,product_id,9
2026-04-18,279.0,212.0,Naive,product_id,9
2026-04-19,268.0,212.0,Naive,product_id,9
2026-04-20,204.0,212.0,Naive,product_id,9
2026-04-21,204.0,212.0,Naive,product_id,9
2026-04-22,208.0,212.0,Naive,product_id,9
2026-04-23,181.0,212.0,Naive,product_id,9
2026-04-24,188.0,212.0,Naive,product_id,9
2026-04-25,261.0,212.0,Naive,product_id,9
2026-04-26,276.0,212.0,Naive,product_id,9
2026-04-27,200.0,212.0,Naive,product_id,9
2026-04-28,235.0,212.0,Naive,product_id,9
2026-04-29,209.0,212.0,Naive,product_id,9
2026-04-30,199.0,212.0,Naive,product_id,9
2026-04-17,239.0,231.0,Moving average,product_id,9
2026-04-18,279.0,231.0,Moving average,product_id,9
2026-04-19,268.0,231.0,Moving average,product_id,9
2026-04-20,204.0,231.0,Moving average,product_id,9
2026-04-21,204.0,231.0,Moving average,product_id,9
2026-04-22,208.0,231.0,Moving average,product_id,9
2026-04-23,181.0,231.0,Moving average,product_id,9
2026-04-24,188.0,231.0,Moving average,product_id,9
2026-04-25,261.0,231.0,Moving average,product_id,9
2026-04-26,276.0,231.0,Moving average,product_id,9
2026-04-27,200.0,231.0,Moving average,product_id,9
2026-04-28,235.0,231.0,Moving average,product_id,9
2026-04-29,209.0,231.0,Moving average,product_id,9
2026-04-30,199.0,231.0,Moving average,product_id,9
2026-04-17,239.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-18,279.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-19,268.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-20,204.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-21,204.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-22,208.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-23,181.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-24,188.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-25,261.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-26,276.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-27,200.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-28,235.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-29,209.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-30,199.0,218.98632575353545,Exponential smoothing,product_id,9
2026-04-17,239.0,219.0,Seasonal naive,product_id,9
2026-04-18,279.0,287.0,Seasonal naive,product_id,9
2026-04-19,268.0,270.0,Seasonal naive,product_id,9
2026-04-20,204.0,207.0,Seasonal naive,product_id,9
2026-04-21,204.0,206.0,Seasonal naive,product_id,9
2026-04-22,208.0,216.0,Seasonal naive,product_id,9
2026-04-23,181.0,212.0,Seasonal naive,product_id,9
2026-04-24,188.0,219.0,Seasonal naive,product_id,9
2026-04-25,261.0,287.0,Seasonal naive,product_id,9
2026-04-26,276.0,270.0,Seasonal naive,product_id,9
2026-04-27,200.0,207.0,Seasonal naive,product_id,9
2026-04-28,235.0,206.0,Seasonal naive,product_id,9
2026-04-29,209.0,216.0,Seasonal naive,product_id,9
2026-04-30,199.0,212.0,Seasonal naive,product_id,9
2026-04-17,181.0,213.0,Naive,product_id,10
2026-04-18,243.0,213.0,Naive,product_id,10
2026-04-19,250.0,213.0,Naive,product_id,10
2026-04-20,179.0,213.0,Naive,product_id,10
2026-04-21,162.0,213.0,Naive,product_id,10
2026-04-22,175.0,213.0,Naive,product_id,10
2026-04-23,235.0,213.0,Naive,product_id,10
2026-04-24,182.0,213.0,Naive,product_id,10
2026-04-25,278.0,213.0,Naive,product_id,10
2026-04-26,245.0,213.0,Naive,product_id,10
2026-04-27,229.0,213.0,Naive,product_id,10
2026-04-28,165.0,213.0,Naive,product_id,10
2026-04-29,195.0,213.0,Naive,product_id,10
2026-04-30,222.0,213.0,Naive,product_id,10
2026-04-17,181.0,221.42857142857142,Moving average,product_id,10
2026-04-18,243.0,221.42857142857142,Moving average,product_id,10
2026-04-19,250.0,221.42857142857142,Moving average,product_id,10
2026-04-20,179.0,221.42857142857142,Moving average,product_id,10
2026-04-21,162.0,221.42857142857142,Moving average,product_id,10
2026-04-22,175.0,221.42857142857142,Moving average,product_id,10
2026-04-23,235.0,221.42857142857142,Moving average,product_id,10
2026-04-24,182.0,221.42857142857142,Moving average,product_id,10
2026-04-25,278.0,221.42857142857142,Moving average,product_id,10
2026-04-26,245.0,221.42857142857142,Moving average,product_id,10
2026-04-27,229.0,221.42857142857142,Moving average,product_id,10
2026-04-28,165.0,221.42857142857142,Moving average,product_id,10
2026-04-29,195.0,221.42857142857142,Moving average,product_id,10
2026-04-30,222.0,221.42857142857142,Moving average,product_id,10
2026-04-17,181.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-18,243.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-19,250.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-20,179.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-21,162.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-22,175.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-23,235.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-24,182.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-25,278.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-26,245.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-27,229.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-28,165.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-29,195.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-30,222.0,214.18579194546805,Exponential smoothing,product_id,10
2026-04-17,181.0,192.0,Seasonal naive,product_id,10
2026-04-18,243.0,270.0,Seasonal naive,product_id,10
2026-04-19,250.0,265.0,Seasonal naive,product_id,10
2026-04-20,179.0,195.0,Seasonal naive,product_id,10
2026-04-21,162.0,204.0,Seasonal naive,product_id,10
2026-04-22,175.0,211.0,Seasonal naive,product_id,10
2026-04-23,235.0,213.0,Seasonal naive,product_id,10
2026-04-24,182.0,192.0,Seasonal naive,product_id,10
2026-04-25,278.0,270.0,Seasonal naive,product_id,10
2026-04-26,245.0,265.0,Seasonal naive,product_id,10
2026-04-27,229.0,195.0,Seasonal naive,product_id,10
2026-04-28,165.0,204.0,Seasonal naive,product_id,10
2026-04-29,195.0,211.0,Seasonal naive,product_id,10
2026-04-30,222.0,213.0,Seasonal naive,product_id,10
2026-04-17,179.0,171.0,Naive,product_id,11
2026-04-18,227.0,171.0,Naive,product_id,11
2026-04-19,204.0,171.0,Naive,product_id,11
2026-04-20,191.0,171.0,Naive,product_id,11
2026-04-21,170.0,171.0,Naive,product_id,11
2026-04-22,159.0,171.0,Naive,product_id,11
2026-04-23,179.0,171.0,Naive,product_id,11
2026-04-24,169.0,171.0,Naive,product_id,11
2026-04-25,251.0,171.0,Naive,product_id,11
2026-04-26,243.0,171.0,Naive,product_id,11
2026-04-27,176.0,171.0,Naive,product_id,11
2026-04-28,162.0,171.0,Naive,product_id,11
2026-04-29,167.0,171.0,Naive,product_id,11
2026-04-30,178.0,171.0,Naive,product_id,11
2026-04-17,179.0,181.85714285714286,Moving average,product_id,11
2026-04-18,227.0,181.85714285714286,Moving average,product_id,11
2026-04-19,204.0,181.85714285714286,Moving average,product_id,11
2026-04-20,191.0,181.85714285714286,Moving average,product_id,11
2026-04-21,170.0,181.85714285714286,Moving average,product_id,11
2026-04-22,159.0,181.85714285714286,Moving average,product_id,11
2026-04-23,179.0,181.85714285714286,Moving average,product_id,11
2026-04-24,169.0,181.85714285714286,Moving average,product_id,11
2026-04-25,251.0,181.85714285714286,Moving average,product_id,11
2026-04-26,243.0,181.85714285714286,Moving average,product_id,11
2026-04-27,176.0,181.85714285714286,Moving average,product_id,11
2026-04-28,162.0,181.85714285714286,Moving average,product_id,11
2026-04-29,167.0,181.85714285714286,Moving average,product_id,11
2026-04-30,178.0,181.85714285714286,Moving average,product_id,11
2026-04-17,179.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-18,227.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-19,204.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-20,191.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-21,170.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-22,159.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-23,179.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-24,169.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-25,251.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-26,243.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-27,176.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-28,162.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-29,167.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-30,178.0,179.49472060046986,Exponential smoothing,product_id,11
2026-04-17,179.0,156.0,Seasonal naive,product_id,11
2026-04-18,227.0,195.0,Seasonal naive,product_id,11
2026-04-19,204.0,227.0,Seasonal naive,product_id,11
2026-04-20,191.0,173.0,Seasonal naive,product_id,11
2026-04-21,170.0,166.0,Seasonal naive,product_id,11
2026-04-22,159.0,185.0,Seasonal naive,product_id,11
2026-04-23,179.0,171.0,Seasonal naive,product_id,11
2026-04-24,169.0,156.0,Seasonal naive,product_id,11
2026-04-25,251.0,195.0,Seasonal naive,product_id,11
2026-04-26,243.0,227.0,Seasonal naive,product_id,11
2026-04-27,176.0,173.0,Seasonal naive,product_id,11
2026-04-28,162.0,166.0,Seasonal naive,product_id,11
2026-04-29,167.0,185.0,Seasonal naive,product_id,11
2026-04-30,178.0,171.0,Seasonal naive,product_id,11
2026-04-17,142.0,146.0,Naive,product_id,12
2026-04-18,224.0,146.0,Naive,product_id,12
